step,epoch,rf_loss,id_loss,total_loss,lam,gamma,lr,grad_norm,v_pred_absmax,target_v_absmax,lora_diff_mean,lora_grad_mean
35,1,1.547802,0.0067,1.548049,0.058155,0.022667,2e-05,60.568577,1.21875,4.8125,6.819e-05,1e-08
36,1,1.197352,0.004184,1.197521,0.047298,0.023333,2e-05,10.759741,1.070312,4.8125,7.385e-05,3e-08
37,1,1.311938,0.004028,1.312026,0.037175,0.024,2e-05,19.523325,1.21875,5.5,7.986e-05,2e-08
38,1,1.201325,0.003287,1.201525,0.057951,0.024667,2e-05,5.633692,1.101562,5.34375,8.585e-05,3e-08
39,1,1.284883,0.003371,1.285024,0.049623,0.025333,2e-05,67.056274,1.148438,4.6875,9.162e-05,1e-08
40,1,1.140371,0.003174,1.140576,0.077087,0.026,2e-05,8.340721,1.09375,4.875,9.709e-05,5e-08
41,1,1.150993,0.003696,1.15138,0.069945,0.026667,2e-05,10.635633,1.234375,4.375,0.0001035,4e-08
42,1,1.056101,0.00222,1.056316,0.079157,0.027333,2e-05,3.480429,0.914062,4.8125,0.00011031,6e-08
43,1,1.202721,0.002443,1.202808,0.032288,0.028,2e-05,7.564394,1.046875,4.875,0.00011794,8e-08
44,1,1.31784,0.002572,1.318006,0.048024,0.028667,2e-05,12.143763,1.390625,4.6875,0.00012651,5e-08
45,1,1.225805,0.002402,1.225875,0.034821,0.029333,2e-05,6.383024,1.148438,5.5,0.00013541,1e-07
46,1,1.14003,0.002339,1.14013,0.030273,0.03,2e-05,21.031395,1.429688,4.9375,0.00014433,3e-08
47,1,1.332939,0.004043,1.333122,0.053017,0.030667,2e-05,82.536705,1.046875,4.375,0.00015327,1e-08
48,1,1.114252,0.001642,1.114374,0.077481,0.031333,2e-05,21.768209,1.296875,5.09375,0.00016137,2e-08
49,1,1.319855,0.001474,1.31996,0.081684,0.032,2e-05,6.274302,1.546875,5.0,0.00016914,8e-08
50,1,1.254914,0.001416,1.255017,0.060342,0.032667,2e-05,20.151134,1.539062,4.9375,0.00017668,2e-08
51,1,1.392922,0.002034,1.393089,0.055383,0.033333,2e-05,111.581856,0.953125,4.96875,0.00018398,0.0
52,1,1.310013,0.0023,1.310121,0.03429,0.034,2e-05,33.533546,1.1875,4.96875,0.00019067,1e-08
53,1,1.170246,0.001877,1.170356,0.047618,0.034667,2e-05,10.333652,1.21875,4.46875,0.00019695,6e-08
54,1,1.284615,0.002418,1.284674,0.032497,0.035333,2e-05,10.014268,1.203125,5.625,0.00020408,6e-08
55,1,1.121701,0.004019,1.121891,0.074253,0.036,2e-05,6.796976,1.140625,4.15625,0.00021143,5e-08
56,1,1.041467,0.002411,1.041613,0.060594,0.036667,2e-05,7.812933,0.886719,5.46875,0.00021921,7e-08
57,1,1.383169,0.002783,1.383359,0.05472,0.037333,2e-05,92.547668,1.0,6.0,0.00022774,1e-08
58,1,1.260596,0.003171,1.260849,0.080446,0.038,2e-05,10.400077,1.335938,4.96875,0.00023553,3e-08
59,1,1.154229,0.00318,1.154369,0.048765,0.038667,2e-05,46.800949,1.289062,5.15625,0.00024295,2e-08
60,1,1.396545,0.005577,1.396916,0.072976,0.039333,2e-05,16.680462,1.0625,3.875,0.00025009,7e-08
61,1,0.953967,0.005003,0.954452,0.07235,0.04,2e-05,20.517149,1.101562,4.34375,0.00025799,2e-08
62,1,1.193569,0.004764,1.193852,0.053189,0.040667,2e-05,4.206897,1.164062,4.0,0.00026559,1.4e-07
63,1,1.244886,0.004518,1.245245,0.069118,0.041333,2e-05,4.574328,1.390625,5.4375,0.00027499,1.4e-07
64,1,1.383839,0.00263,1.383998,0.083119,0.042,2e-05,23.298111,1.34375,4.25,0.00028577,3e-08
65,1,1.07854,0.002443,1.078623,0.042502,0.042667,2e-05,5.483749,0.941406,4.25,0.00029618,1e-07
66,1,1.301736,0.004402,1.301864,0.03164,0.043333,2e-05,12.675644,1.117188,4.46875,0.00030731,5e-08
67,1,1.221153,0.001948,1.221225,0.037612,0.044,2e-05,3.438968,1.515625,4.125,0.00031762,3e-07
68,1,1.316647,0.00204,1.316752,0.05047,0.044667,2e-05,12.40097,1.21875,4.375,0.00032925,9e-08
69,1,1.157134,0.001797,1.157224,0.066453,0.045333,2e-05,16.140699,1.304688,4.84375,0.00034068,4e-08
70,1,1.159969,0.001436,1.160042,0.048133,0.046,2e-05,6.790475,0.953125,4.625,0.0003514,1.2e-07
71,1,1.388912,0.001586,1.388989,0.046839,0.046667,2e-05,22.413294,1.015625,5.625,0.0003622,3e-08
72,1,1.272644,0.001861,1.272728,0.049143,0.047333,2e-05,18.815542,1.257812,5.0625,0.00037246,8e-08
73,1,1.296134,0.00256,1.296338,0.045426,0.048,2e-05,6.171452,1.78125,3.3125,0.00038304,1.9e-07
74,1,1.217978,0.00144,1.21804,0.045107,0.048667,2e-05,6.532212,1.3125,5.46875,0.00039492,1e-07
75,1,1.155251,0.001747,1.155317,0.046008,0.049333,2e-05,8.705061,1.039062,4.75,0.00040706,8e-08
76,1,1.330631,0.002224,1.330706,0.036771,0.05,2e-05,72.054184,0.894531,4.40625,0.00041903,2e-08
77,1,1.185093,0.002232,1.185176,0.042058,0.050667,2e-05,3.134938,0.84375,5.6875,0.0004302,1.9e-07
78,1,1.121752,0.002711,1.121887,0.050875,0.051333,2e-05,4.476656,0.980469,5.6875,0.00044237,1.3e-07
79,1,1.307878,0.002839,1.308001,0.03746,0.052,2e-05,7.984569,1.0625,5.5,0.0004553,9e-08
80,1,1.441638,0.004083,1.441728,0.036733,0.052667,2e-05,31.919497,3.046875,5.3125,0.00046828,3e-08
81,1,1.184087,0.002374,1.184283,0.065137,0.053333,2e-05,7.554107,0.976562,5.28125,0.00048047,1.4e-07
82,1,1.234505,0.003048,1.234689,0.067024,0.054,2e-05,8.847867,1.210938,4.0625,0.00049314,8e-08
83,1,1.083995,0.001838,1.084136,0.078576,0.054667,2e-05,5.491476,0.894531,4.9375,0.00050528,8e-08
84,1,1.119651,0.00165,1.119781,0.06411,0.055333,2e-05,4.230409,1.171875,4.75,0.00051743,3.2e-07
85,1,1.050784,0.003067,1.05094,0.035547,0.056,2e-05,7.3571,1.132812,5.0625,0.00053148,1.1e-07
86,1,1.300046,0.002461,1.300173,0.051302,0.056667,2e-05,9.473946,1.414062,4.78125,0.00054555,1.6e-07
87,1,1.034966,0.001403,1.03505,0.049619,0.057333,2e-05,4.017489,0.894531,5.09375,0.00055992,2.1e-07
88,1,1.196027,0.001758,1.196073,0.038887,0.058,2e-05,6.127601,1.03125,4.71875,0.00057474,1.5e-07
89,1,1.056014,0.001632,1.05617,0.088334,0.058667,2e-05,3.017281,1.460938,5.84375,0.00058969,2.6e-07
90,1,0.979802,0.001889,0.979875,0.040588,0.059333,2e-05,2.31774,1.492188,4.25,0.00060475,3.6e-07
91,1,1.21137,0.001528,1.211432,0.043113,0.06,2e-05,4.101902,1.9375,4.1875,0.00062099,2.7e-07
92,1,1.031387,0.001722,1.031531,0.076801,0.060667,2e-05,4.054517,1.203125,4.375,0.00063782,1.9e-07
93,1,1.044762,0.002513,1.044879,0.053051,0.061333,2e-05,4.742041,1.085938,4.8125,0.00065469,3.1e-07
94,1,1.185622,0.001868,1.185735,0.068639,0.062,2e-05,4.126869,1.429688,5.03125,0.00067236,2.3e-07
95,1,1.217194,0.001857,1.217234,0.031789,0.062667,2e-05,3.770453,1.257812,4.875,0.00069031,5.3e-07
96,1,1.170073,0.001959,1.170184,0.057029,0.063333,2e-05,29.035662,1.40625,5.0,0.00070882,6e-08
97,1,1.257289,0.001768,1.25738,0.055567,0.064,2e-05,5.866406,1.140625,4.46875,0.00072539,1.6e-07
98,1,1.177053,0.00131,1.177133,0.068039,0.064667,2e-05,5.479692,1.242188,4.84375,0.00074075,1.3e-07
99,1,1.276689,0.001818,1.276776,0.064696,0.065333,2e-05,3.536203,1.132812,4.78125,0.00075489,4.3e-07
100,1,1.190438,0.003019,1.190551,0.044026,0.066,2e-05,4.759088,1.132812,4.71875,0.00077052,2.4e-07
101,1,1.210061,0.002364,1.210295,0.068341,0.066667,2e-05,3.035561,1.125,4.53125,0.00078624,5.4e-07
102,1,1.005761,0.00189,1.005924,0.059048,0.067333,2e-05,10.607481,1.164062,4.21875,0.0008029,1e-07
103,1,1.127134,0.001866,1.127226,0.051616,0.068,2e-05,11.184141,2.171875,5.03125,0.00081867,1.2e-07
104,1,1.324638,0.00151,1.32475,0.069965,0.068667,2e-05,26.130165,1.125,5.1875,0.00083387,6e-08
105,1,1.008486,0.002106,1.008561,0.042518,0.069333,2e-05,4.536324,1.148438,5.15625,0.00084816,2.6e-07
106,1,0.93256,0.001844,0.932655,0.05887,0.07,2e-05,2.896471,1.296875,5.125,0.00086231,3e-07
107,1,1.253909,0.00174,1.254015,0.09015,0.070667,2e-05,6.368472,1.242188,4.5,0.00087709,2.2e-07
108,1,1.163669,0.001265,1.163738,0.069373,0.071333,2e-05,3.368079,1.140625,4.9375,0.00089129,3.2e-07
109,1,1.312962,0.001423,1.312999,0.037266,0.072,2e-05,8.64784,1.28125,4.8125,0.00090568,2.4e-07
110,1,1.176033,0.001249,1.176111,0.05615,0.072667,2e-05,3.146653,,,,
111,2,1.443595,0.001598,1.443708,0.055833,0.073333,2e-05,7.131328,1.335938,5.625,0.00093514,4e-07
112,2,1.162006,0.00193,1.162079,0.044294,0.074,2e-05,4.509596,1.367188,4.53125,0.00094982,3.7e-07
113,2,1.295589,0.001815,1.295671,0.051531,0.074667,2e-05,5.671432,0.863281,5.03125,0.00096517,3.1e-07
114,2,1.002526,0.001566,1.0026,0.044251,0.075333,2e-05,3.101679,1.367188,4.3125,0.0009804,4.2e-07
115,2,1.271291,0.003029,1.271458,0.03926,0.076,2e-05,9.369629,1.015625,4.1875,0.00099669,1.6e-07
116,2,1.203194,0.003205,1.203317,0.047956,0.076667,2e-05,8.855138,1.132812,4.46875,0.00101255,1.3e-07
117,2,1.293974,0.00239,1.294085,0.052395,0.077333,2e-05,7.368846,1.328125,4.6875,0.0010277,1.8e-07
118,2,1.115182,0.001608,1.115261,0.043964,0.078,2e-05,3.232154,1.414062,4.96875,0.00104231,3.5e-07
119,2,1.099933,0.002275,1.100028,0.041871,0.078667,2e-05,3.207852,0.878906,4.9375,0.00105701,3.7e-07
120,2,1.180902,0.002377,1.180933,0.026898,0.079333,2e-05,6.802663,0.925781,5.0,0.00107238,2.8e-07
