step,epoch,rf_loss,id_loss,total_loss,lam,gamma,lr,grad_norm,v_pred_absmax,target_v_absmax,lora_diff_mean,lora_grad_mean
238,3,0.69673,0.0,0.69673,0.0,0.0,1e-05,0.413437,4.59375,5.0625,0.00022142,2.4e-07
239,3,0.441197,0.0,0.441197,0.0,0.0,1e-05,0.095702,4.125,5.1875,0.00022211,3e-08
240,3,0.609543,0.0,0.609543,0.0,0.0,1e-05,0.209334,4.6875,5.25,0.00022278,2e-07
241,3,0.45272,0.0,0.45272,0.0,0.0,1e-05,0.123293,4.65625,5.0,0.00022372,6e-08
242,3,0.429209,0.0,0.429209,0.0,0.0,1e-05,0.131469,5.40625,5.46875,0.00022453,7e-08
243,3,0.489057,0.0,0.489057,0.0,0.0,1e-05,0.17209,4.46875,5.21875,0.00022524,1.4e-07
244,3,0.555478,0.0,0.555478,0.0,0.0,1e-05,0.097627,5.09375,5.0625,0.00022569,4e-08
245,3,0.517485,0.0,0.517485,0.0,0.0,1e-05,0.107556,5.5625,6.125,0.0002261,1.5e-07
246,3,0.503433,0.0,0.503433,0.0,0.0,1e-05,0.200933,5.59375,5.8125,0.00022692,1.3e-07
247,3,0.505719,0.0,0.505719,0.0,0.0,1e-05,0.170151,6.65625,5.5,0.00022779,1.3e-07
248,3,0.546551,0.0,0.546551,0.0,0.0,1e-05,0.143119,4.1875,5.125,0.00022884,1e-07
249,3,0.520051,0.0,0.520051,0.0,0.0,1e-05,0.164568,5.625,5.875,0.00022966,9e-08
250,3,0.581644,0.0,0.581644,0.0,0.0,1e-05,0.318926,4.3125,5.6875,0.00023049,4.6e-07
251,3,0.509811,0.0,0.509811,0.0,0.0,1e-05,0.21634,6.59375,6.8125,0.00023016,1.1e-07
252,3,0.424589,0.0,0.424589,0.0,0.0,1e-05,0.096893,5.84375,6.125,0.00022973,5e-08
253,3,0.418355,0.0,0.418355,0.0,0.0,1e-05,0.125622,4.875,5.1875,0.0002294,5e-08
254,3,0.409992,0.0,0.409992,0.0,0.0,1e-05,0.176064,4.1875,5.1875,0.00022924,1e-07
255,3,0.433448,0.0,0.433448,0.0,0.0,1e-05,0.11663,4.9375,5.21875,0.00022922,6e-08
256,3,0.610025,0.0,0.610025,0.0,0.0,1e-05,0.152352,5.59375,5.625,0.00022922,9e-08
257,3,0.478419,0.0,0.478419,0.0,0.0,1e-05,0.119431,4.1875,5.3125,0.00022923,6e-08
258,3,0.478518,0.0,0.478518,0.0,0.0,1e-05,0.240955,3.953125,6.1875,0.00022931,1.7e-07
259,3,0.372443,0.0,0.372443,0.0,0.0,1e-05,0.092527,5.25,5.25,0.00022898,5e-08
260,3,0.581113,0.0,0.581113,0.0,0.0,1e-05,0.256204,4.90625,5.625,0.00022877,2.9e-07
261,3,0.446875,0.0,0.446875,0.0,0.0,1e-05,0.1753,4.28125,5.03125,0.00022809,1.5e-07
262,3,0.573176,0.0,0.573176,0.0,0.0,1e-05,0.15642,4.21875,5.34375,0.00022728,1e-07
263,3,0.462968,0.0,0.462968,0.0,0.0,1e-05,0.213642,5.6875,6.03125,0.00022682,3.9e-07
264,3,0.543652,0.0,0.543652,0.0,0.0,1e-05,0.211938,6.75,6.8125,0.00022748,1.4e-07
265,3,0.470209,0.0,0.470209,0.0,0.0,1e-05,0.160618,4.25,5.09375,0.00022824,8e-08
266,3,0.447702,0.0,0.447702,0.0,0.0,1e-05,0.149043,6.3125,5.5,0.00022887,1.2e-07
267,3,0.421231,0.0,0.421231,0.0,0.0,1e-05,0.422669,4.875,5.4375,0.00022977,3.4e-07
268,3,0.490031,0.0,0.490031,0.0,0.0,1e-05,0.137599,6.3125,7.59375,0.00023048,8e-08
269,3,0.491237,0.0,0.491237,0.0,0.0,1e-05,0.074831,4.90625,5.84375,0.00023104,1e-08
270,3,0.436283,0.0,0.436283,0.0,0.0,1e-05,0.083704,3.890625,5.59375,0.00023157,1e-08
271,3,0.551888,0.0,0.551888,0.0,0.0,1e-05,0.10955,5.40625,5.71875,0.00023208,6e-08
272,3,0.576756,0.0,0.576756,0.0,0.0,1e-05,0.086521,4.71875,5.625,0.00023256,1e-08
273,3,0.491991,0.0,0.491991,0.0,0.0,1e-05,0.123291,4.78125,5.5625,0.000233,7e-08
274,3,0.498281,0.0,0.498281,0.0,0.0,1e-05,0.101138,5.25,5.375,0.00023337,7e-08
275,3,0.408868,0.0,0.408868,0.0,0.0,1e-05,0.101071,4.8125,5.875,0.00023379,9e-08
276,3,0.623728,0.0,0.623728,0.0,0.0,1e-05,0.107348,5.4375,6.0,0.00023432,5e-08
277,3,0.442175,0.0,0.442175,0.0,0.0,1e-05,0.145332,5.125,5.9375,0.00023485,1.9e-07
278,3,0.417568,0.0,0.417568,0.0,0.0,1e-05,0.07815,4.96875,5.375,0.00023571,2e-08
279,3,0.460257,0.0,0.460257,0.0,0.0,1e-05,0.353301,5.65625,5.53125,0.00023649,2.6e-07
280,3,0.527345,0.0,0.527345,0.0,0.0,1e-05,0.080763,5.6875,5.40625,0.00023825,3e-08
281,3,0.468775,0.0,0.468775,0.0,0.0,1e-05,0.081059,4.5625,5.4375,0.00023982,3e-08
282,3,0.724918,0.0,0.724918,0.0,0.0,1e-05,0.231531,5.65625,6.1875,0.00024129,1.9e-07
283,3,0.396486,0.0,0.396486,0.0,0.0,1e-05,0.082762,4.375,5.84375,0.00024219,8e-08
284,3,0.382137,0.0,0.382137,0.0,0.0,1e-05,0.067778,4.65625,5.34375,0.00024317,3e-08
285,3,0.452441,0.0,0.452441,0.0,0.0,1e-05,0.073763,3.71875,5.25,0.0002441,4e-08
286,3,0.53605,0.0,0.53605,0.0,0.0,1e-05,0.129058,6.59375,7.1875,0.00024492,1.2e-07
287,3,0.482616,0.0,0.482616,0.0,0.0,1e-05,0.098459,4.59375,5.0625,0.00024567,6e-08
288,3,0.451478,0.0,0.451478,0.0,0.0,1e-05,0.073964,5.53125,5.65625,0.00024645,3e-08
289,3,0.503692,0.0,0.503692,0.0,0.0,1e-05,0.158083,4.75,5.875,0.00024716,1.1e-07
290,3,0.505746,0.0,0.505746,0.0,0.0,1e-05,0.442469,5.15625,5.75,0.00024803,3.6e-07
291,3,0.452891,0.0,0.452891,0.0,0.0,1e-05,0.132823,5.3125,5.5,0.00024989,7e-08
292,3,0.497858,0.0,0.497858,0.0,0.0,1e-05,0.223646,3.390625,5.375,0.00025151,1.6e-07
293,3,0.379773,0.0,0.379773,0.0,0.0,1e-05,0.056106,4.75,5.375,0.00025302,1e-08
294,3,0.375011,0.0,0.375011,0.0,0.0,1e-05,0.081691,4.5625,5.375,0.0002544,4e-08
295,3,0.395491,0.0,0.395491,0.0,0.0,1e-05,0.151108,5.84375,5.53125,0.00025557,1.7e-07
296,3,0.487173,0.0,0.487173,0.0,0.0,1e-05,0.06858,5.40625,6.34375,0.00025664,2e-08
297,3,0.506801,0.0,0.506801,0.0,0.0,1e-05,0.215629,4.96875,5.375,0.00025761,2.8e-07
298,3,0.484417,0.0,0.484417,0.0,0.0,1e-05,0.210204,4.875,5.875,0.00025923,1.7e-07
299,3,0.319961,0.0,0.319961,0.0,0.0,1e-05,0.07903,5.65625,5.8125,0.00026081,5e-08
300,3,0.569983,0.0,0.569983,0.0,0.0,1e-05,0.153498,4.84375,5.375,0.00026224,8e-08
301,3,0.45584,0.0,0.45584,0.0,0.0,1e-05,0.118634,3.84375,5.3125,0.00026351,1e-07
302,3,0.619787,0.0,0.619787,0.0,0.0,1e-05,0.2469,5.375,5.6875,0.00026449,1.6e-07
303,3,0.451028,0.0,0.451028,0.0,0.0,1e-05,0.155128,4.28125,5.3125,0.00026582,1.2e-07
304,3,0.646581,0.0,0.646581,0.0,0.0,1e-05,0.479156,5.75,6.25,0.00026708,3.2e-07
305,3,0.484082,0.0,0.484082,0.0,0.0,1e-05,0.168146,5.40625,5.71875,0.00026878,1.2e-07
306,3,0.491356,0.0,0.491356,0.0,0.0,1e-05,0.121973,4.375,5.125,0.00027054,1.3e-07
307,3,0.448822,0.0,0.448822,0.0,0.0,1e-05,0.08,3.875,5.3125,0.00027239,1e-08
308,3,0.501222,0.0,0.501222,0.0,0.0,1e-05,0.086033,4.53125,5.1875,0.00027407,6e-08
309,3,0.441024,0.0,0.441024,0.0,0.0,1e-05,0.140176,5.34375,6.21875,0.0002756,1.8e-07
310,3,0.475239,0.0,0.475239,0.0,0.0,1e-05,0.120237,5.65625,5.875,0.0002774,1e-07
311,3,0.372462,0.0,0.372462,0.0,0.0,1e-05,0.067864,5.40625,5.46875,0.00027901,3e-08
312,3,0.500702,0.0,0.500702,0.0,0.0,1e-05,0.117308,5.125,6.0625,0.00028048,1e-07
313,3,0.484949,0.0,0.484949,0.0,0.0,1e-05,0.119222,5.15625,5.65625,0.0002817,5e-08
314,3,0.509275,0.0,0.509275,0.0,0.0,1e-05,0.149544,4.53125,5.3125,0.00028281,8e-08
315,3,0.523717,0.0,0.523717,0.0,0.0,1e-05,0.213247,3.65625,5.875,0.00028379,2.9e-07
316,3,0.369191,0.0,0.369191,0.0,0.0,1e-05,0.066603,5.1875,5.40625,0.00028396,4e-08
317,3,0.428513,0.0,0.428513,0.0,0.0,1e-05,0.096113,4.625,5.25,0.00028408,5e-08
318,3,0.508596,0.0,0.508596,0.0,0.0,1e-05,0.161788,3.609375,5.625,0.00028414,1e-07
319,3,0.41106,0.0,0.41106,0.0,0.0,1e-05,0.160249,5.96875,6.25,0.00028421,1.1e-07
320,3,0.446542,0.0,0.446542,0.0,0.0,1e-05,0.118991,5.21875,5.03125,0.00028428,8e-08
321,3,0.560138,0.0,0.560138,0.0,0.0,1e-05,0.238891,5.15625,6.375,0.0002844,2.4e-07
322,3,0.424616,0.0,0.424616,0.0,0.0,1e-05,0.077922,4.96875,5.9375,0.00028517,6e-08
323,3,0.430724,0.0,0.430724,0.0,0.0,1e-05,0.094368,5.40625,4.875,0.00028584,4e-08
324,3,0.448924,0.0,0.448924,0.0,0.0,1e-05,0.085762,5.84375,6.34375,0.00028642,8e-08
325,3,0.37633,0.0,0.37633,0.0,0.0,1e-05,0.090691,4.5625,5.0625,0.00028704,3e-08
326,3,0.590837,0.0,0.590837,0.0,0.0,1e-05,2.512178,4.46875,5.0625,0.00028767,9.4e-07
327,3,0.44228,0.0,0.44228,0.0,0.0,1e-05,0.07252,5.40625,5.75,0.00028652,3e-08
328,3,0.462467,0.0,0.462467,0.0,0.0,1e-05,0.323876,4.78125,5.1875,0.00028557,4.9e-07
329,3,0.48212,0.0,0.48212,0.0,0.0,1e-05,0.079206,6.25,5.875,0.00028594,4e-08
330,3,0.571005,0.0,0.571005,0.0,0.0,1e-05,0.115988,,,,
331,4,0.446277,0.0,0.446277,0.0,0.0,1e-05,0.091671,4.96875,5.59375,0.00028668,6e-08
332,4,0.520172,0.0,0.520172,0.0,0.0,1e-05,0.517825,4.125,5.0625,0.00028704,6.1e-07
333,4,0.387833,0.0,0.387833,0.0,0.0,1e-05,0.097478,4.375,5.09375,0.00028666,9e-08
334,4,0.450816,0.0,0.450816,0.0,0.0,1e-05,0.056199,5.0625,5.5,0.00028628,3e-08
335,4,0.498064,0.0,0.498064,0.0,0.0,1e-05,0.152173,5.125,5.1875,0.00028599,9e-08
336,4,0.491155,0.0,0.491155,0.0,0.0,1e-05,0.057426,3.96875,5.1875,0.00028576,2e-08
337,4,0.48592,0.0,0.48592,0.0,0.0,1e-05,0.072401,5.875,6.3125,0.00028554,6e-08
338,4,0.506267,0.0,0.506267,0.0,0.0,1e-05,0.187216,4.1875,5.3125,0.00028534,1.5e-07
339,4,0.567497,0.0,0.567497,0.0,0.0,1e-05,0.08043,6.21875,5.75,0.00028514,5e-08
340,4,0.648458,0.0,0.648458,0.0,0.0,1e-05,0.178947,5.03125,6.0625,0.00028498,6e-08
341,4,0.509456,0.0,0.509456,0.0,0.0,1e-05,0.15476,4.75,4.9375,0.00028501,1.5e-07
342,4,0.363946,0.0,0.363946,0.0,0.0,1e-05,0.087514,4.96875,5.78125,0.00028489,6e-08
343,4,0.466504,0.0,0.466504,0.0,0.0,1e-05,0.074505,5.59375,5.75,0.00028484,6e-08
344,4,0.421066,0.0,0.421066,0.0,0.0,1e-05,0.060791,4.90625,5.375,0.00028487,3e-08
345,4,0.47566,0.0,0.47566,0.0,0.0,1e-05,0.100391,5.875,5.3125,0.00028492,8e-08
346,4,0.51431,0.0,0.51431,0.0,0.0,1e-05,0.17535,5.40625,5.65625,0.0002851,1.1e-07
347,4,0.477613,0.0,0.477613,0.0,0.0,1e-05,0.106663,5.875,6.125,0.00028529,7e-08
348,4,0.379194,0.0,0.379194,0.0,0.0,1e-05,0.124679,4.78125,5.15625,0.0002855,8e-08
349,4,0.465947,0.0,0.465947,0.0,0.0,1e-05,0.062869,4.0,4.96875,0.00028578,3e-08
350,4,0.417017,0.0,0.417017,0.0,0.0,1e-05,0.093587,4.875,5.75,0.000286,7e-08
351,4,0.409093,0.0,0.409093,0.0,0.0,1e-05,0.080955,4.875,5.28125,0.00028632,4e-08
352,4,0.568825,0.0,0.568825,0.0,0.0,1e-05,0.318985,4.46875,5.4375,0.00028663,2.2e-07
353,4,0.551641,0.0,0.551641,0.0,0.0,1e-05,0.142223,4.90625,5.6875,0.00028737,1e-07
354,4,0.310687,0.0,0.310687,0.0,0.0,1e-05,0.148382,5.59375,5.75,0.00028826,9e-08
355,4,0.428083,0.0,0.428083,0.0,0.0,1e-05,0.052378,3.375,5.53125,0.00028935,1e-08
356,4,0.659088,0.0,0.659088,0.0,0.0,1e-05,0.227125,5.8125,6.125,0.00029035,1.1e-07
357,4,0.463723,0.0,0.463723,0.0,0.0,1e-05,0.053724,5.03125,5.28125,0.00029146,1e-08
358,4,0.411781,0.0,0.411781,0.0,0.0,1e-05,0.055579,4.96875,5.5,0.00029247,2e-08
359,4,0.544095,0.0,0.544095,0.0,0.0,1e-05,0.266551,5.0625,6.28125,0.00029338,2.1e-07
360,4,0.511062,0.0,0.511062,0.0,0.0,1e-05,0.472198,5.1875,5.3125,0.00029403,6.5e-07
361,4,0.409129,0.0,0.409129,0.0,0.0,1e-05,0.047382,3.53125,5.6875,0.00029557,1e-08
362,4,0.513486,0.0,0.513486,0.0,0.0,1e-05,0.144391,5.09375,6.1875,0.00029701,9e-08
363,4,0.403664,0.0,0.403664,0.0,0.0,1e-05,0.061244,4.84375,5.46875,0.00029853,3e-08
364,4,0.538248,0.0,0.538248,0.0,0.0,1e-05,0.066345,5.1875,5.4375,0.00029993,2e-08
365,4,0.592834,0.0,0.592834,0.0,0.0,1e-05,0.455569,5.34375,5.3125,0.00030122,7.6e-07
366,4,0.452513,0.0,0.452513,0.0,0.0,1e-05,0.158846,5.78125,5.46875,0.00030381,9e-08
367,4,0.560929,0.0,0.560929,0.0,0.0,1e-05,0.18782,4.84375,5.4375,0.00030627,1.5e-07
368,4,0.557706,0.0,0.557706,0.0,0.0,1e-05,0.103219,3.453125,5.5625,0.00030822,4e-08
369,4,0.513699,0.0,0.513699,0.0,0.0,1e-05,0.25354,5.84375,6.4375,0.00030999,1.7e-07
370,4,0.319087,0.0,0.319087,0.0,0.0,1e-05,0.14702,5.78125,5.84375,0.00031184,2.5e-07
371,4,0.403635,0.0,0.403635,0.0,0.0,1e-05,0.050998,5.03125,5.53125,0.00031335,1e-08
372,4,0.457381,0.0,0.457381,0.0,0.0,1e-05,0.105663,5.75,6.15625,0.00031475,5e-08
373,4,0.480386,0.0,0.480386,0.0,0.0,1e-05,0.220464,5.0625,5.5,0.00031607,2.7e-07
374,4,0.490191,0.0,0.490191,0.0,0.0,1e-05,0.049679,4.4375,5.3125,0.00031688,0.0
375,4,0.49977,0.0,0.49977,0.0,0.0,1e-05,0.383769,4.25,5.875,0.00031762,4e-07
376,4,0.439667,0.0,0.439667,0.0,0.0,1e-05,0.055615,5.15625,5.875,0.00031736,1e-08
377,4,0.471207,0.0,0.471207,0.0,0.0,1e-05,0.109148,4.34375,5.4375,0.00031712,1.4e-07
378,4,0.470061,0.0,0.470061,0.0,0.0,1e-05,0.068232,5.59375,5.5,0.00031671,1e-08
379,4,0.624442,0.0,0.624442,0.0,0.0,1e-05,0.31478,4.625,6.125,0.00031635,3e-07
380,4,0.394886,0.0,0.394886,0.0,0.0,1e-05,0.09189,5.15625,5.71875,0.00031618,8e-08
381,4,0.358637,0.0,0.358637,0.0,0.0,1e-05,0.09959,5.90625,5.875,0.00031591,8e-08
382,4,0.618272,0.0,0.618272,0.0,0.0,1e-05,0.115509,3.53125,5.03125,0.00031585,8e-08
383,4,0.397962,0.0,0.397962,0.0,0.0,1e-05,0.071764,5.03125,5.1875,0.00031576,5e-08
384,4,0.503662,0.0,0.503662,0.0,0.0,1e-05,0.127644,5.1875,6.0625,0.00031581,1.4e-07
385,4,0.473079,0.0,0.473079,0.0,0.0,1e-05,0.409667,5.59375,5.625,0.00031609,2.1e-07
386,4,0.447018,0.0,0.447018,0.0,0.0,1e-05,0.105909,4.53125,5.21875,0.00031653,5e-08
387,4,0.431906,0.0,0.431906,0.0,0.0,1e-05,0.141932,5.5,6.5,0.000317,6e-08
388,4,0.500494,0.0,0.500494,0.0,0.0,1e-05,0.106434,3.71875,5.5,0.0003174,7e-08
389,4,0.387445,0.0,0.387445,0.0,0.0,1e-05,0.112226,5.09375,5.25,0.00031785,7e-08
390,4,0.38916,0.0,0.38916,0.0,0.0,1e-05,0.074518,5.15625,5.21875,0.00031815,6e-08
391,4,0.413621,0.0,0.413621,0.0,0.0,1e-05,0.100258,4.34375,5.71875,0.00031844,1e-07
392,4,0.533327,0.0,0.533327,0.0,0.0,1e-05,0.079219,4.78125,5.375,0.00031882,5e-08
393,4,0.310612,0.0,0.310612,0.0,0.0,1e-05,0.047348,5.25,5.65625,0.00031927,2e-08
394,4,0.556343,0.0,0.556343,0.0,0.0,1e-05,0.098505,5.65625,5.875,0.00031967,1.4e-07
395,4,0.495678,0.0,0.495678,0.0,0.0,1e-05,0.097748,4.8125,5.125,0.00032029,5e-08
396,4,0.417295,0.0,0.417295,0.0,0.0,1e-05,0.354455,4.375,5.5625,0.00032086,3.9e-07
397,4,0.609584,0.0,0.609584,0.0,0.0,1e-05,0.162571,6.21875,6.1875,0.00032181,9e-08
398,4,0.498904,0.0,0.498904,0.0,0.0,1e-05,0.067902,4.28125,5.5,0.00032262,4e-08
399,4,0.461617,0.0,0.461617,0.0,0.0,1e-05,0.099974,5.15625,5.625,0.00032339,7e-08
400,4,0.564405,0.0,0.564405,0.0,0.0,1e-05,0.150969,3.84375,5.1875,0.00032415,8e-08
401,4,0.431858,0.0,0.431858,0.0,0.0,1e-05,0.211093,5.9375,5.90625,0.00032504,1.3e-07
402,4,0.486222,0.0,0.486222,0.0,0.0,1e-05,0.041662,5.1875,5.25,0.00032562,0.0
403,4,0.389983,0.0,0.389983,0.0,0.0,1e-05,0.084729,5.375,5.875,0.00032615,5e-08
404,4,0.396095,0.0,0.396095,0.0,0.0,1e-05,0.11685,4.25,5.1875,0.0003267,1.8e-07
405,4,0.404997,0.0,0.404997,0.0,0.0,1e-05,0.064409,5.15625,5.78125,0.00032753,3e-08
406,4,0.476054,0.0,0.476054,0.0,0.0,1e-05,0.078648,5.09375,5.375,0.00032823,6e-08
407,4,0.496708,0.0,0.496708,0.0,0.0,1e-05,0.441649,5.71875,5.3125,0.00032891,5.2e-07
408,4,0.477976,0.0,0.477976,0.0,0.0,1e-05,0.059785,4.125,5.21875,0.00032812,2e-08
409,4,0.446282,0.0,0.446282,0.0,0.0,1e-05,0.123196,4.8125,5.15625,0.0003274,1.6e-07
410,4,0.472539,0.0,0.472539,0.0,0.0,1e-05,0.42769,5.34375,5.4375,0.00032631,3.9e-07
411,4,0.365457,0.0,0.365457,0.0,0.0,1e-05,0.094085,4.96875,5.1875,0.00032481,6e-08
412,4,0.379987,0.0,0.379987,0.0,0.0,1e-05,0.078802,5.3125,5.5625,0.00032355,7e-08
413,4,0.421211,0.0,0.421211,0.0,0.0,1e-05,0.216167,4.90625,5.96875,0.00032249,8e-08
414,4,0.459769,0.0,0.459769,0.0,0.0,1e-05,0.108654,4.4375,5.375,0.00032164,6e-08
415,4,0.47741,0.0,0.47741,0.0,0.0,1e-05,0.048177,5.46875,6.40625,0.00032094,0.0
416,4,0.345599,0.0,0.345599,0.0,0.0,1e-05,0.0814,5.84375,7.09375,0.00032031,5e-08
417,4,0.435359,0.0,0.435359,0.0,0.0,1e-05,0.070481,5.0625,5.8125,0.00031968,6e-08
418,4,0.405932,0.0,0.405932,0.0,0.0,1e-05,0.079173,4.78125,5.21875,0.00031899,6e-08
419,4,0.595429,0.0,0.595429,0.0,0.0,1e-05,0.547541,3.765625,5.0,0.00031829,3.6e-07
420,4,0.532522,0.0,0.532522,0.0,0.0,1e-05,0.383718,5.125,5.40625,0.00031868,2.9e-07
421,4,0.393695,0.0,0.393695,0.0,0.0,1e-05,0.157372,4.375,5.25,0.00031962,1.7e-07
422,4,0.468633,0.0,0.468633,0.0,0.0,1e-05,0.072222,5.25,5.5,0.00032029,4e-08
423,4,0.470578,0.0,0.470578,0.0,0.0,1e-05,0.212298,6.1875,6.0625,0.00032082,1.4e-07
424,4,0.412105,0.0,0.412105,0.0,0.0,1e-05,0.068198,4.8125,5.25,0.00032171,4e-08
425,4,0.330016,0.0,0.330016,0.0,0.0,1e-05,0.082845,5.90625,5.6875,0.00032253,6e-08
426,4,0.380503,0.0,0.380503,0.0,0.0,1e-05,0.086762,5.28125,5.71875,0.00032314,5e-08
427,4,0.466268,0.0,0.466268,0.0,0.0,1e-05,0.20046,4.375,5.21875,0.00032368,2.6e-07
428,4,0.356023,0.0,0.356023,0.0,0.0,1e-05,0.289094,4.4375,4.71875,0.0003246,1.5e-07
429,4,0.428378,0.0,0.428378,0.0,0.0,1e-05,0.045954,4.5,5.34375,0.00032548,2e-08
430,4,0.45092,0.0,0.45092,0.0,0.0,1e-05,0.04342,5.8125,5.78125,0.00032629,1e-08
431,4,0.488181,0.0,0.488181,0.0,0.0,1e-05,0.200465,5.53125,6.40625,0.00032703,1.3e-07
432,4,0.491201,0.0,0.491201,0.0,0.0,1e-05,0.046514,5.4375,5.375,0.00032755,1e-08
433,4,0.498743,0.0,0.498743,0.0,0.0,1e-05,0.12483,4.6875,5.75,0.00032803,7e-08
434,4,0.309576,0.0,0.309576,0.0,0.0,1e-05,0.176324,4.46875,5.1875,0.00032835,1.1e-07
435,4,0.343025,0.0,0.343025,0.0,0.0,1e-05,0.126532,4.46875,5.1875,0.00032865,1e-07
436,4,0.504848,0.0,0.504848,0.0,0.0,1e-05,0.307385,5.9375,6.09375,0.00032905,1.4e-07
437,4,0.443552,0.0,0.443552,0.0,0.0,1e-05,0.088474,5.0,5.96875,0.00032981,6e-08
438,4,0.472124,0.0,0.472124,0.0,0.0,1e-05,0.114555,4.9375,5.625,0.00033052,1.3e-07
439,4,0.362892,0.0,0.362892,0.0,0.0,1e-05,0.066423,4.8125,5.8125,0.0003314,4e-08
440,4,0.351891,0.0,0.351891,0.0,0.0,1e-05,0.040027,,,,
441,5,0.398522,0.0,0.398522,0.0,0.0,1e-05,0.088515,5.25,5.5,0.00033279,4e-08
442,5,0.471656,0.0,0.471656,0.0,0.0,1e-05,0.041427,4.625,5.4375,0.00033333,1e-08
443,5,0.465503,0.0,0.465503,0.0,0.0,1e-05,0.051039,4.84375,5.28125,0.00033381,2e-08
444,5,0.537166,0.0,0.537166,0.0,0.0,1e-05,0.053481,5.28125,5.1875,0.00033428,2e-08
445,5,0.32761,0.0,0.32761,0.0,0.0,1e-05,0.051044,3.796875,5.0625,0.00033472,3e-08
446,5,0.465038,0.0,0.465038,0.0,0.0,1e-05,0.043382,5.84375,6.0625,0.00033516,0.0
447,5,0.451685,0.0,0.451685,0.0,0.0,1e-05,0.11318,5.46875,7.0625,0.00033557,1.3e-07
448,5,0.341536,0.0,0.341536,0.0,0.0,1e-05,0.203743,5.4375,5.84375,0.00033631,2.6e-07
449,5,0.367425,0.0,0.367425,0.0,0.0,1e-05,0.077317,4.9375,5.1875,0.00033728,5e-08
450,5,0.380702,0.0,0.380702,0.0,0.0,1e-05,0.039846,3.453125,4.71875,0.0003381,1e-08
451,5,0.344858,0.0,0.344858,0.0,0.0,1e-05,0.03915,6.03125,5.8125,0.00033885,1e-08
452,5,0.46075,0.0,0.46075,0.0,0.0,1e-05,0.053579,4.96875,6.0,0.00033952,2e-08
453,5,0.442469,0.0,0.442469,0.0,0.0,1e-05,0.105703,5.1875,5.3125,0.00034017,1.4e-07
454,5,0.502677,0.0,0.502677,0.0,0.0,1e-05,0.103049,5.875,5.875,0.00034042,1.2e-07
455,5,0.501436,0.0,0.501436,0.0,0.0,1e-05,0.093534,4.875,6.125,0.00034067,4e-08
456,5,0.449672,0.0,0.449672,0.0,0.0,1e-05,0.067441,4.125,5.25,0.00034099,7e-08
457,5,0.465988,0.0,0.465988,0.0,0.0,1e-05,0.114038,5.15625,5.96875,0.00034112,7e-08
458,5,0.430388,0.0,0.430388,0.0,0.0,1e-05,0.314404,6.65625,7.125,0.00034112,3.3e-07
459,5,0.346278,0.0,0.346278,0.0,0.0,1e-05,0.038644,4.8125,5.125,0.00034106,1e-08
460,5,0.384572,0.0,0.384572,0.0,0.0,1e-05,0.103392,5.3125,6.0625,0.00034101,5e-08
461,5,0.511339,0.0,0.511339,0.0,0.0,1e-05,0.174294,5.0,5.75,0.00034093,1.4e-07
462,5,0.335552,0.0,0.335552,0.0,0.0,1e-05,0.029962,4.78125,5.5625,0.00034084,1e-08
463,5,0.325413,0.0,0.325413,0.0,0.0,1e-05,0.098154,5.59375,5.28125,0.00034075,6e-08
464,5,0.601622,0.0,0.601622,0.0,0.0,1e-05,0.184133,5.625,5.90625,0.00034073,2.8e-07
465,5,0.441022,0.0,0.441022,0.0,0.0,1e-05,0.116004,4.4375,5.40625,0.00034162,5e-08
466,5,0.415755,0.0,0.415755,0.0,0.0,1e-05,0.150155,5.5625,6.75,0.00034255,1e-07
467,5,0.393128,0.0,0.393128,0.0,0.0,1e-05,0.182046,5.21875,5.15625,0.00034346,1.6e-07
468,5,0.419039,0.0,0.419039,0.0,0.0,1e-05,0.103358,5.40625,5.53125,0.00034379,7e-08
469,5,0.472075,0.0,0.472075,0.0,0.0,1e-05,0.080304,3.1875,5.53125,0.00034419,4e-08
470,5,0.321764,0.0,0.321764,0.0,0.0,1e-05,0.230724,4.78125,5.25,0.00034458,1.6e-07
471,5,0.284676,0.0,0.284676,0.0,0.0,1e-05,0.089449,5.0625,5.53125,0.00034482,4e-08
472,5,0.361582,0.0,0.361582,0.0,0.0,1e-05,0.058462,4.6875,5.0,0.00034507,2e-08
473,5,0.466652,0.0,0.466652,0.0,0.0,1e-05,0.104051,5.09375,5.5625,0.00034531,6e-08
474,5,0.420277,0.0,0.420277,0.0,0.0,1e-05,0.053384,5.25,5.53125,0.00034554,3e-08
475,5,0.403582,0.0,0.403582,0.0,0.0,1e-05,0.045111,5.40625,5.5625,0.00034574,2e-08
476,5,0.424412,0.0,0.424412,0.0,0.0,1e-05,0.08033,4.78125,6.125,0.00034592,6e-08
477,5,0.434703,0.0,0.434703,0.0,0.0,1e-05,0.077825,4.0,5.875,0.0003461,4e-08
478,5,0.381047,0.0,0.381047,0.0,0.0,1e-05,0.050577,4.53125,5.25,0.0003462,4e-08
479,5,0.395997,0.0,0.395997,0.0,0.0,1e-05,0.075723,4.40625,5.375,0.00034638,8e-08
480,5,0.542872,0.0,0.542872,0.0,0.0,1e-05,0.077055,5.40625,5.3125,0.00034633,4e-08
481,5,0.462234,0.0,0.462234,0.0,0.0,1e-05,0.044235,4.71875,5.59375,0.00034631,2e-08
