step,epoch,rf_loss,id_loss,total_loss,lam,gamma,lr,grad_norm,v_pred_absmax,target_v_absmax,lora_diff_mean,lora_grad_mean
240,3,0.292558,0.0,0.292558,0.0,0.239,3e-05,0.075383,4.9375,5.4375,0.00041619,2e-08
241,3,0.332512,0.0,0.332512,0.0,0.24,3e-05,0.105611,5.625,5.78125,0.00041648,2e-08
242,3,0.281044,0.0,0.281044,0.0,0.241,3e-05,0.124555,5.90625,5.8125,0.00041678,1e-08
243,3,0.386786,0.0,0.386786,0.0,0.242,3e-05,0.152555,4.875,5.5,0.00041707,2e-08
244,3,0.421506,0.0,0.421506,0.0,0.243,3e-05,0.562449,5.84375,5.90625,0.00041732,6e-08
245,3,0.417332,0.0,0.417332,0.0,0.244,3e-05,0.194698,5.96875,5.875,0.00041748,3e-08
246,3,0.409691,0.0,0.409691,0.0,0.245,3e-05,0.957384,5.40625,5.59375,0.00041755,1.3e-07
247,3,0.417294,0.0,0.417294,0.0,0.246,3e-05,0.094488,4.9375,6.1875,0.00041777,1e-08
248,3,0.26798,0.0,0.26798,0.0,0.247,3e-05,0.198038,4.75,6.0,0.00041802,2e-08
249,3,0.362194,0.0,0.362194,0.0,0.248,3e-05,0.272255,4.53125,6.3125,0.00041829,3e-08
250,3,0.278586,0.0,0.278586,0.0,0.249,3e-05,0.13872,4.8125,5.375,0.00041873,1e-08
251,3,0.260268,0.0,0.260268,0.0,0.25,3e-05,0.187033,4.875,5.3125,0.0004192,3e-08
252,3,0.32385,0.0,0.32385,0.0,0.251,3e-05,0.127944,4.78125,6.03125,0.00041974,2e-08
253,3,0.375043,0.0,0.375043,0.0,0.252,3e-05,0.17545,5.375,5.875,0.0004204,4e-08
254,3,0.414098,0.0,0.414098,0.0,0.253,3e-05,0.22489,5.0,5.4375,0.00042125,4e-08
255,3,0.314994,0.0,0.314994,0.0,0.254,3e-05,0.185693,4.8125,5.3125,0.00042215,3e-08
256,3,0.406945,0.0,0.406945,0.0,0.255,3e-05,0.136839,5.09375,5.96875,0.00042305,2e-08
257,3,0.371782,0.0,0.371782,0.0,0.256,3e-05,0.17246,4.9375,5.15625,0.00042396,2e-08
258,3,0.405606,0.0,0.405606,0.0,0.257,3e-05,0.102457,5.09375,5.25,0.00042484,2e-08
259,3,0.413326,0.0,0.413326,0.0,0.258,3e-05,0.650102,5.53125,6.4375,0.00042573,9e-08
260,3,0.418529,0.0,0.418529,0.0,0.259,3e-05,0.077018,6.96875,6.90625,0.00042678,1e-08
261,3,0.38302,0.0,0.38302,0.0,0.26,3e-05,0.07683,5.25,5.21875,0.00042785,2e-08
262,3,0.275193,0.0,0.275193,0.0,0.261,3e-05,0.184849,5.4375,5.625,0.00042885,2e-08
263,3,0.25176,0.0,0.25176,0.0,0.262,3e-05,0.067274,5.46875,5.96875,0.00042971,1e-08
264,3,0.323429,0.0,0.323429,0.0,0.263,3e-05,0.131527,6.0,5.5625,0.00043054,1e-08
265,3,0.346409,0.0,0.346409,0.0,0.264,3e-05,0.152795,5.1875,5.9375,0.00043134,2e-08
266,3,0.341984,0.0,0.341984,0.0,0.265,3e-05,0.078053,5.15625,6.1875,0.00043198,1e-08
267,3,0.354268,0.0,0.354268,0.0,0.266,3e-05,0.111281,5.34375,5.78125,0.00043268,1e-08
268,3,0.383325,0.0,0.383325,0.0,0.267,3e-05,0.129221,5.8125,5.75,0.00043337,2e-08
269,3,0.282705,0.0,0.282705,0.0,0.268,3e-05,0.184984,5.15625,5.8125,0.00043396,3e-08
270,3,0.464928,0.0,0.464928,0.0,0.269,3e-05,0.098495,5.75,5.59375,0.00043448,2e-08
271,3,0.313247,0.0,0.313247,0.0,0.27,3e-05,0.061757,5.4375,5.46875,0.00043499,2e-08
272,3,0.291917,0.0,0.291917,0.0,0.271,3e-05,0.121514,4.96875,5.0,0.00043559,2e-08
273,3,0.37087,0.0,0.37087,0.0,0.272,3e-05,0.281341,5.4375,6.03125,0.0004362,9e-08
274,3,0.419314,0.0,0.419314,0.0,0.273,3e-05,0.102571,3.3125,5.4375,0.0004366,1e-08
275,3,0.355466,0.0,0.355466,0.0,0.274,3e-05,0.088922,5.15625,5.90625,0.00043699,2e-08
276,3,0.488989,0.0,0.488989,0.0,0.275,3e-05,0.269509,6.8125,5.96875,0.00043742,3e-08
277,3,0.327063,0.0,0.327063,0.0,0.276,3e-05,0.10065,6.09375,5.53125,0.00043808,1e-08
278,3,0.285298,0.0,0.285298,0.0,0.277,3e-05,0.10199,5.3125,5.625,0.00043876,3e-08
279,3,0.428704,0.0,0.428704,0.0,0.278,3e-05,0.097065,6.21875,6.4375,0.00043953,2e-08
280,3,0.431463,0.0,0.431463,0.0,0.279,3e-05,0.107969,4.90625,5.125,0.00044032,2e-08
281,3,0.279288,0.0,0.279288,0.0,0.28,3e-05,0.37674,5.40625,5.78125,0.00044109,7e-08
282,3,0.312843,0.0,0.312843,0.0,0.281,3e-05,0.292726,5.0,5.625,0.00044157,5e-08
283,3,0.368156,0.0,0.368156,0.0,0.282,3e-05,0.171883,5.28125,6.0625,0.00044212,3e-08
284,3,0.386055,0.0,0.386055,0.0,0.283,3e-05,0.211243,5.125,5.6875,0.00044264,4e-08
285,3,0.399286,0.0,0.399286,0.0,0.284,3e-05,0.229299,5.28125,6.90625,0.00044333,5e-08
286,3,0.453905,0.0,0.453905,0.0,0.285,3e-05,0.141998,5.5,5.71875,0.00044397,2e-08
287,3,0.406115,0.0,0.406115,0.0,0.286,3e-05,0.127406,5.15625,5.5625,0.00044464,2e-08
288,3,0.397455,0.0,0.397455,0.0,0.287,3e-05,0.156367,5.28125,5.21875,0.00044524,3e-08
289,3,0.264216,0.0,0.264216,0.0,0.288,3e-05,0.13211,5.1875,5.5,0.00044571,1e-08
290,3,0.379631,0.0,0.379631,0.0,0.289,3e-05,0.13398,5.65625,5.625,0.00044623,2e-08
291,3,0.321916,0.0,0.321916,0.0,0.29,3e-05,0.185312,4.125,4.78125,0.00044682,3e-08
292,3,0.238827,0.0,0.238827,0.0,0.291,3e-05,0.132499,5.0,5.375,0.00044745,2e-08
293,3,0.411814,0.0,0.411814,0.0,0.292,3e-05,0.321548,4.3125,5.875,0.00044795,9e-08
294,3,0.295621,0.0,0.295621,0.0,0.293,3e-05,0.063363,5.1875,5.4375,0.00044869,1e-08
295,3,0.355759,0.0,0.355759,0.0,0.294,3e-05,0.126752,5.40625,5.375,0.0004494,3e-08
296,3,0.437801,0.0,0.437801,0.0,0.295,3e-05,0.352594,5.21875,5.625,0.00045012,5e-08
297,3,0.352623,0.0,0.352623,0.0,0.296,3e-05,0.073001,5.34375,5.6875,0.00045081,2e-08
298,3,0.318667,0.0,0.318667,0.0,0.297,3e-05,0.120819,5.9375,6.0625,0.00045152,3e-08
299,3,0.316319,0.0,0.316319,0.0,0.298,3e-05,0.123943,5.34375,5.90625,0.00045221,5e-08
300,3,0.328524,0.0,0.328524,0.0,0.299,3e-05,0.177842,5.40625,5.78125,0.00045285,2e-08
301,3,0.392537,0.0,0.392537,0.0,0.3,3e-05,0.06504,5.21875,5.3125,0.00045355,1e-08
302,3,0.293777,0.0,0.293777,0.0,0.3,3e-05,0.168088,5.90625,6.3125,0.00045421,3e-08
303,3,0.288223,0.0,0.288223,0.0,0.3,3e-05,0.12513,5.53125,5.8125,0.00045483,2e-08
304,3,0.431059,0.0,0.431059,0.0,0.3,3e-05,0.137993,5.5,5.9375,0.0004556,3e-08
305,3,0.377438,0.0,0.377438,0.0,0.3,3e-05,0.061785,5.09375,5.34375,0.00045654,2e-08
306,3,0.396506,0.0,0.396506,0.0,0.3,3e-05,0.085722,5.84375,5.84375,0.00045745,2e-08
307,3,0.323161,0.0,0.323161,0.0,0.3,3e-05,0.081449,5.0625,5.53125,0.00045825,3e-08
308,3,0.366224,0.0,0.366224,0.0,0.3,3e-05,0.082552,5.15625,5.5,0.0004591,2e-08
309,3,0.385024,0.0,0.385024,0.0,0.3,3e-05,0.084408,4.875,5.1875,0.00045997,2e-08
310,3,0.345274,0.0,0.345274,0.0,0.3,3e-05,0.118795,4.59375,5.625,0.00046084,3e-08
